x_pre;x_post;y_pre;y_post;r_pre;r_post;sz_pre;sz_post
352.5;352.5;758.5;760.5;6.900000095367432;6.900000095367432;0.0;0.0
36.5;36.5;756.5;758.5;6.900000095367432;6.599999904632568;0.0;0.0
126.5;126.5;757.5;759.5;6.900000095367432;6.900000095367432;0.0;0.0
443.5;442.5;758.5;760.5;6.900000095367432;6.900000095367432;0.0;0.0
217.5;216.5;757.5;759.5;6.900000095367432;6.900000095367432;0.0;0.0
307.5;307.5;758.5;760.5;6.900000095367432;6.900000095367432;0.0;0.0
578.5;578.5;758.5;760.5;6.599999904632568;7.0;0.0;0.0
307.5;262.5;758.5;759.5;6.900000095367432;6.199999809265137;0.0;0.0
81.5;81.5;756.5;758.5;6.199999809265137;7.0;0.0;0.0
488.5;487.5;758.5;760.5;6.900000095367432;7.0;0.0;0.0
533.5;533.5;758.5;760.5;6.900000095367432;7.0;0.0;0.0
171.5;171.5;757.5;759.5;23.0;22.700000762939453;1.0;1.0
397.5;397.5;758.5;760.5;23.0;22.799999237060547;1.0;1.0
