x_pre;x_post;y_pre;y_post;r_pre;r_post;sz_pre;sz_post
249.5;250.5;753.5;750.5;6.900000095367432;6.900000095367432;0.0;0.0
475.5;476.5;754.5;751.5;6.900000095367432;6.900000095367432;0.0;0.0
520.5;521.5;754.5;751.5;6.900000095367432;6.900000095367432;0.0;0.0
565.5;566.5;754.5;751.5;6.900000095367432;6.900000095367432;0.0;0.0
294.5;295.5;754.5;750.5;6.900000095367432;6.900000095367432;0.0;0.0
114.5;24.5;753.5;749.5;6.199999809265137;6.900000095367432;0.0;0.0
114.5;69.5;753.5;749.5;6.199999809265137;6.900000095367432;0.0;0.0
114.5;115.5;753.5;750.5;6.199999809265137;6.199999809265137;0.0;0.0
340.5;340.5;754.5;751.5;6.199999809265137;6.199999809265137;0.0;0.0
385.5;386.5;754.5;751.5;6.900000095367432;7.0;0.0;0.0
204.5;205.5;753.5;750.5;22.700000762939453;22.700000762939453;1.0;1.0
430.5;431.5;754.5;751.5;22.700000762939453;22.899999618530273;1.0;1.0
