x_pre;x_post;y_pre;y_post;r_pre;r_post;sz_pre;sz_post
115.5;110.5;745.5;764.5;6.900000095367432;6.599999904632568;0.0;0.0
341.5;336.5;745.5;766.5;6.599999904632568;6.599999904632568;0.0;0.0
25.5;20.5;744.5;763.5;6.900000095367432;6.599999904632568;0.0;0.0
296.5;291.5;745.5;766.5;6.900000095367432;6.900000095367432;0.0;0.0
386.5;381.5;745.5;766.5;6.900000095367432;6.900000095367432;0.0;0.0
251.5;245.5;745.5;765.5;7.0;6.199999809265137;0.0;0.0
567.5;562.5;745.5;768.5;6.900000095367432;6.199999809265137;0.0;0.0
477.5;472.5;745.5;767.5;6.900000095367432;7.0;0.0;0.0
70.5;65.5;745.5;764.5;7.0;7.0;0.0;0.0
205.5;200.5;745.5;765.5;22.899999618530273;22.700000762939453;1.0;1.0
432.5;426.5;745.5;767.5;23.0;21.799999237060547;1.0;1.0
