x_pre;x_post;y_pre;y_post;r_pre;r_post;sz_pre;sz_post
125.5;124.5;726.5;726.5;6.900000095367432;6.900000095367432;0.0;0.0
306.5;305.5;727.5;727.5;6.900000095367432;6.900000095367432;0.0;0.0
442.5;441.5;728.5;728.5;6.199999809265137;6.900000095367432;0.0;0.0
170.5;169.5;726.5;726.5;6.900000095367432;6.199999809265137;0.0;0.0
532.5;531.5;728.5;728.5;6.900000095367432;6.199999809265137;0.0;0.0
396.5;396.5;727.5;728.5;6.199999809265137;6.199999809265137;0.0;0.0
80.5;79.5;726.5;726.5;6.199999809265137;7.0;0.0;0.0
215.5;215.5;727.5;727.5;6.199999809265137;6.199999809265137;0.0;0.0
577.5;576.5;728.5;728.5;6.900000095367432;6.199999809265137;0.0;0.0
351.5;350.5;727.5;728.5;6.900000095367432;6.199999809265137;0.0;0.0
261.5;260.5;727.5;727.5;23.0;22.899999618530273;1.0;1.0
487.5;486.5;728.5;728.5;22.899999618530273;22.799999237060547;1.0;1.0
35.5;34.5;725.5;725.5;23.0;22.899999618530273;1.0;1.0
