x_pre;x_post;y_pre;y_post;r_pre;r_post;sz_pre;sz_post
286.5;288.5;600.5;614.5;6.900000095367432;6.900000095367432;0.0;0.0
241.5;243.5;600.5;614.5;6.900000095367432;6.900000095367432;0.0;0.0
150.5;152.5;599.5;614.5;7.0;6.900000095367432;0.0;0.0
467.5;469.5;601.5;614.5;6.599999904632568;6.900000095367432;0.0;0.0
377.5;379.5;601.5;614.5;6.199999809265137;6.900000095367432;0.0;0.0
422.5;424.5;601.5;614.5;6.900000095367432;6.900000095367432;0.0;0.0
60.5;17.5;599.5;613.5;6.900000095367432;6.199999809265137;0.0;0.0
512.5;514.5;601.5;614.5;6.900000095367432;6.199999809265137;0.0;0.0
60.5;62.5;599.5;614.5;6.900000095367432;7.0;0.0;0.0
195.5;198.5;600.5;614.5;6.199999809265137;7.0;0.0;0.0
105.5;107.5;599.5;614.5;22.700000762939453;22.899999618530273;1.0;1.0
557.5;560.5;601.5;614.5;22.100000381469727;22.100000381469727;1.0;1.0
331.5;333.5;600.5;614.5;23.0;23.0;1.0;1.0
