x_pre;x_post;y_pre;y_post;r_pre;r_post;sz_pre;sz_post
83.5;83.5;624.5;623.5;6.199999809265137;6.199999809265137;0.0;0.0
310.5;309.5;625.5;624.5;7.0;6.199999809265137;0.0;0.0
400.5;399.5;625.5;625.5;6.900000095367432;6.199999809265137;0.0;0.0
174.5;173.5;624.5;624.5;6.900000095367432;7.0;0.0;0.0
219.5;218.5;624.5;624.5;6.199999809265137;7.0;0.0;0.0
264.5;264.5;625.5;624.5;6.199999809265137;6.199999809265137;0.0;0.0
445.5;445.5;625.5;625.5;6.199999809265137;7.0;0.0;0.0
491.5;490.5;626.5;625.5;6.199999809265137;7.0;0.0;0.0
536.5;535.5;626.5;626.5;6.900000095367432;6.199999809265137;0.0;0.0
38.5;37.5;624.5;623.5;6.199999809265137;7.0;0.0;0.0
581.5;580.5;626.5;626.5;22.899999618530273;22.399999618530273;1.0;1.0
355.5;354.5;625.5;625.5;22.899999618530273;23.0;1.0;1.0
129.5;128.5;624.5;624.5;23.0;22.100000381469727;1.0;1.0
