x_pre;x_post;y_pre;y_post;r_pre;r_post;sz_pre;sz_post
136.5;135.5;723.5;720.5;6.199999809265137;6.900000095367432;0.0;0.0
543.5;542.5;725.5;722.5;6.900000095367432;6.900000095367432;0.0;0.0
588.5;587.5;725.5;722.5;6.900000095367432;6.900000095367432;0.0;0.0
317.5;316.5;724.5;721.5;6.199999809265137;6.900000095367432;0.0;0.0
362.5;361.5;725.5;721.5;6.199999809265137;7.0;0.0;0.0
498.5;497.5;725.5;722.5;7.0;7.0;0.0;0.0
91.5;90.5;723.5;720.5;7.0;6.199999809265137;0.0;0.0
271.5;270.5;724.5;721.5;6.199999809265137;6.199999809265137;0.0;0.0
407.5;406.5;725.5;722.5;7.0;6.199999809265137;0.0;0.0
181.5;180.5;724.5;720.5;6.900000095367432;7.0;0.0;0.0
45.5;44.5;723.5;719.5;6.199999809265137;6.199999809265137;0.0;0.0
452.5;452.5;725.5;722.5;22.100000381469727;22.100000381469727;1.0;1.0
226.5;225.5;724.5;721.5;22.899999618530273;23.0;1.0;1.0
