x_pre;x_post;y_pre;y_post;r_pre;r_post;sz_pre;sz_post
382.5;381.5;657.5;660.5;6.900000095367432;6.900000095367432;0.0;0.0
201.5;200.5;656.5;659.5;6.900000095367432;6.900000095367432;0.0;0.0
291.5;291.5;656.5;660.5;6.900000095367432;6.900000095367432;0.0;0.0
517.5;517.5;657.5;661.5;6.900000095367432;6.900000095367432;0.0;0.0
20.5;20.5;655.5;658.5;6.599999904632568;6.900000095367432;0.0;0.0
65.5;65.5;655.5;658.5;6.900000095367432;6.900000095367432;0.0;0.0
427.5;427.5;657.5;660.5;6.599999904632568;6.199999809265137;0.0;0.0
246.5;245.5;656.5;659.5;6.900000095367432;6.199999809265137;0.0;0.0
472.5;472.5;657.5;661.5;6.900000095367432;7.0;0.0;0.0
336.5;336.5;657.5;660.5;22.100000381469727;22.700000762939453;1.0;1.0
563.5;562.5;657.5;661.5;23.0;22.799999237060547;1.0;1.0
110.5;110.5;656.5;659.5;23.0;23.0;1.0;1.0
