x_pre;x_post;y_pre;y_post;r_pre;r_post;sz_pre;sz_post
475.5;475.5;755.5;755.5;6.199999809265137;6.599999904632568;0.0;0.0
566.5;565.5;755.5;755.5;6.199999809265137;6.900000095367432;0.0;0.0
249.5;249.5;754.5;754.5;6.900000095367432;6.900000095367432;0.0;0.0
475.5;520.5;755.5;755.5;6.199999809265137;6.900000095367432;0.0;0.0
385.5;385.5;754.5;755.5;6.900000095367432;6.900000095367432;0.0;0.0
69.5;68.5;753.5;753.5;6.900000095367432;6.900000095367432;0.0;0.0
249.5;294.5;754.5;754.5;6.900000095367432;6.900000095367432;0.0;0.0
340.5;339.5;754.5;755.5;6.900000095367432;6.199999809265137;0.0;0.0
114.5;113.5;753.5;753.5;6.599999904632568;6.199999809265137;0.0;0.0
159.5;159.5;753.5;754.5;6.900000095367432;6.199999809265137;0.0;0.0
24.5;23.5;752.5;753.5;6.900000095367432;6.199999809265137;0.0;0.0
430.5;430.5;755.5;755.5;23.0;22.700000762939453;1.0;1.0
204.5;204.5;754.5;754.5;22.899999618530273;22.899999618530273;1.0;1.0
