x_pre;x_post;y_pre;y_post;r_pre;r_post;sz_pre;sz_post
566.5;566.5;755.5;760.5;6.900000095367432;6.599999904632568;0.0;0.0
476.5;476.5;755.5;760.5;6.900000095367432;6.599999904632568;0.0;0.0
521.5;521.5;755.5;760.5;6.900000095367432;6.599999904632568;0.0;0.0
250.5;250.5;754.5;759.5;6.900000095367432;6.599999904632568;0.0;0.0
295.5;295.5;754.5;759.5;6.900000095367432;6.900000095367432;0.0;0.0
70.5;69.5;753.5;758.5;6.900000095367432;6.900000095367432;0.0;0.0
115.5;114.5;753.5;758.5;6.900000095367432;6.900000095367432;0.0;0.0
25.5;24.5;753.5;757.5;6.199999809265137;6.199999809265137;0.0;0.0
341.5;340.5;754.5;760.5;6.199999809265137;6.199999809265137;0.0;0.0
160.5;160.5;754.5;759.5;6.900000095367432;6.199999809265137;0.0;0.0
205.5;205.5;754.5;759.5;22.700000762939453;22.899999618530273;1.0;1.0
431.5;431.5;755.5;760.5;22.700000762939453;22.899999618530273;1.0;1.0
