x_pre;x_post;y_pre;y_post;r_pre;r_post;sz_pre;sz_post
374.5;376.5;612.5;627.5;6.199999809265137;6.900000095367432;0.0;0.0
419.5;421.5;612.5;627.5;6.900000095367432;6.900000095367432;0.0;0.0
12.5;14.5;610.5;627.5;6.199999809265137;6.900000095367432;0.0;0.0
57.5;59.5;611.5;627.5;6.199999809265137;6.900000095367432;0.0;0.0
192.5;195.5;611.5;627.5;6.199999809265137;6.900000095367432;0.0;0.0
238.5;240.5;612.5;627.5;6.199999809265137;6.900000095367432;0.0;0.0
464.5;466.5;612.5;627.5;7.0;7.0;0.0;0.0
283.5;285.5;612.5;627.5;7.0;7.0;0.0;0.0
147.5;150.5;611.5;627.5;6.900000095367432;7.0;0.0;0.0
509.5;512.5;613.5;627.5;6.199999809265137;7.0;0.0;0.0
554.5;557.5;613.5;627.5;22.100000381469727;22.899999618530273;1.0;1.0
328.5;331.5;612.5;627.5;23.0;23.0;1.0;1.0
102.5;104.5;611.5;627.5;22.899999618530273;23.0;1.0;1.0
