x_pre;x_post;y_pre;y_post;r_pre;r_post;sz_pre;sz_post
381.5;380.5;664.5;676.5;6.900000095367432;6.900000095367432;0.0;0.0
472.5;470.5;664.5;677.5;6.900000095367432;6.900000095367432;0.0;0.0
65.5;63.5;663.5;674.5;6.900000095367432;6.900000095367432;0.0;0.0
155.5;199.5;663.5;675.5;6.900000095367432;6.900000095367432;0.0;0.0
245.5;244.5;664.5;675.5;6.900000095367432;6.900000095367432;0.0;0.0
291.5;289.5;664.5;676.5;6.900000095367432;6.900000095367432;0.0;0.0
517.5;515.5;664.5;677.5;6.900000095367432;6.900000095367432;0.0;0.0
426.5;425.5;664.5;677.5;6.900000095367432;7.0;0.0;0.0
110.5;108.5;663.5;675.5;22.700000762939453;22.100000381469727;1.0;1.0
336.5;334.5;664.5;676.5;22.700000762939453;23.0;1.0;1.0
562.5;561.5;664.5;677.5;21.799999237060547;21.799999237060547;1.0;1.0
